station,valid,fx_valid,raw,is_tempo,fx_valid_end,sknt,drct,gust,visibility,presentwx,skyc,skyl,ws_level,ws_drct,ws_sknt,product_id,ftype
KACY,2026-01-01 11:22,2026-01-01 20:00,FM012000 30014G23KT P6SM BKN250,False,,14.0,300.0,23.0,6.01,[],['BKN'],[25000],,,,202601011122-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-01 11:22,2026-01-01 23:00,FM012300 28008KT P6SM OVC150,False,,8.0,280.0,0.0,6.01,[],['OVC'],[15000],,,,202601011122-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-01 11:22,2026-01-02 08:00,FM020800 26006KT P6SM OVC050,False,,6.0,260.0,0.0,6.01,[],['OVC'],[5000],,,,202601011122-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-01 14:57,2026-01-01 14:57,0115/0212 33020G30KT P6SM SCT040,False,,20.0,330.0,30.0,6.01,[],['SCT'],[4000],,,,202601011457-KPHI-FTUS41-TAFACY-AAA,Observation
KACY,2026-01-01 14:57,2026-01-01 21:00,FM012100 30012G20KT P6SM SCT250,False,,12.0,300.0,20.0,6.01,[],['SCT'],[25000],,,,202601011457-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-01 14:57,2026-01-02 01:00,FM020100 28008KT P6SM BKN120,False,,8.0,280.0,0.0,6.01,[],['BKN'],[12000],,,,202601011457-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-01 14:57,2026-01-02 08:00,FM020800 26006KT P6SM OVC050,False,,6.0,260.0,0.0,6.01,[],['OVC'],[5000],,,,202601011457-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-01 17:20,2026-01-01 17:20,0118/0218 31018G30KT P6SM FEW060,False,,18.0,310.0,30.0,6.01,[],['FEW'],[6000],,,,202601011720-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-01 17:20,2026-01-01 23:00,FM012300 29010KT P6SM BKN250,False,,10.0,290.0,0.0,6.01,[],['BKN'],[25000],,,,202601011720-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-01 17:20,2026-01-02 03:00,FM020300 27005KT P6SM OVC100,False,,5.0,270.0,0.0,6.01,[],['OVC'],[10000],,,,202601011720-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-01 17:20,2026-01-02 10:00,FM021000 24005KT P6SM OVC050,False,,5.0,240.0,0.0,6.01,[],['OVC'],[5000],,,,202601011720-KPHI-FTUS41-TAFACY,Forecast
