station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth,anomaly,anomaly_score,is_anomaly,PC1,PC2
OOA,2026-01-01 00:15,38.7,35.0,86.41,290.0,3.0,0.0,29.93,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.35,KOOA 010015Z AUTO 29003KT 10SM CLR 04/02 A2993 RMK AO2 T00370017,M,1,-0.4369844433900553,0,1.763032645590738,-0.19718012736143745
OOA,2026-01-01 00:35,38.0,34.7,87.76,300.0,4.0,0.0,29.94,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.43,KOOA 010035Z AUTO 30004KT 10SM CLR 03/02 A2994 RMK AO2 T00330015,M,1,-0.432820979499482,0,1.73686046032261,-0.07094263259472623
OOA,2026-01-01 00:55,36.5,34.0,90.54,320.0,4.0,0.0,29.94,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.68,KOOA 010055Z AUTO 32004KT 10SM CLR 03/01 A2994 RMK AO2 T00250012,M,1,-0.4362767162228465,0,1.7205792093549819,-0.046902488875246104
OOA,2026-01-01 01:15,37.0,34.7,91.29,320.0,4.0,0.0,29.94,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.26,KOOA 010115Z AUTO 32004KT 10SM CLR 03/02 A2994 RMK AO2 T00270015,M,1,-0.4431940364264612,0,1.7802075039184804,-0.050764023794956314
OOA,2026-01-01 01:35,39.4,36.0,87.49,350.0,10.0,0.0,29.96,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.25,KOOA 010135Z AUTO 35010KT 10SM CLR 04/02 A2996 RMK AO2 T00410022,M,1,-0.4480586889654231,0,1.7471113201013688,0.9191005409909567
OOA,2026-01-01 01:55,39.2,35.6,86.79,350.0,14.0,0.0,29.96,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.44,KOOA 010155Z AUTO 35014KT 10SM CLR 04/02 A2996 RMK AO2 T00400020,M,1,-0.4637057642998282,0,1.6959305676405745,1.3985437093364181
OOA,2026-01-01 02:15,38.0,34.7,87.76,360.0,10.0,0.0,29.97,M,10.0,M,SCT,SCT,M,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,30.49,KOOA 010215Z AUTO 36010KT 10SM SCT070 SCT080 03/02 A2997 RMK AO2 T00330015,M,1,-0.46089398067944454,0,1.6393951117317334,0.9335893850464073
OOA,2026-01-01 02:35,37.6,34.0,86.7,360.0,11.0,0.0,29.97,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.54,KOOA 010235Z AUTO 36011KT 10SM CLR 03/01 A2997 RMK AO2 T00310012,M,1,-0.4568017043550166,0,1.5722696849290227,1.0627127750138687
OOA,2026-01-01 02:55,37.0,33.8,88.06,360.0,11.0,0.0,29.97,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.79,KOOA 010255Z AUTO 36011KT 10SM CLR 03/01 A2997 RMK AO2 T00280010,M,1,-0.4562297792044875,0,1.5780329438130523,1.0259269605086543
OOA,2026-01-01 03:15,36.0,32.5,86.96,10.0,17.0,0.0,29.98,M,10.0,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.32,KOOA 010315Z AUTO 01017G22KT 10SM CLR 02/00 A2998 RMK AO2 T00230003,M,1,-0.5052557437142499,0,1.5860586793837186,-0.10632193087826868
OOA,2026-01-01 03:35,35.4,32.0,87.27,360.0,12.0,0.0,29.98,M,10.0,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.33,KOOA 010335Z AUTO 36012G16KT 10SM CLR 02/00 A2998 RMK AO2 T00190000,M,1,-0.4528384096371942,0,1.4212712441640294,1.1211373721170406
OOA,2026-01-01 03:55,35.0,31.3,86.2,10.0,11.0,0.0,29.99,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.26,KOOA 010355Z AUTO 01011KT 10SM CLR 02/00 A2999 RMK AO2 T00161004,M,1,-0.47348566182990687,0,1.4947819796102146,-0.8233196714711097
OOA,2026-01-01 04:15,34.3,31.0,87.57,10.0,13.0,0.0,30.0,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.51,KOOA 010415Z AUTO 01013KT 10SM CLR 01/M01 A3000 RMK AO2 T00131006,M,1,-0.4782304525545671,0,1.4700701668546519,-0.6322047113294498
OOA,2026-01-01 04:35,33.8,30.4,87.19,360.0,14.0,0.0,30.01,M,10.0,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.48,KOOA 010435Z AUTO 36014G17KT 10SM CLR 01/M01 A3001 RMK AO2 T00101009,M,1,-0.45588925798126784,0,1.2511405928567314,1.3105528116036897
OOA,2026-01-01 04:55,33.0,28.6,83.65,360.0,14.0,0.0,30.02,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.45,KOOA 010455Z AUTO 36014KT 10SM CLR 01/M02 A3002 RMK AO2 T00051019,M,1,-0.43897777912645297,0,1.0579557969704345,1.3543208892373784
OOA,2026-01-01 05:15,32.5,28.6,85.35,360.0,10.0,0.0,30.02,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.6,KOOA 010515Z AUTO 36010KT 10SM CLR 00/M02 A3002 RMK AO2 T00031019,M,1,-0.4307322537924324,0,1.095771713274426,0.8427104173672435
OOA,2026-01-01 05:35,32.0,29.0,88.53,360.0,11.0,0.0,30.03,M,10.0,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.47,KOOA 010535Z AUTO 36011G15KT 10SM CLR 00/M02 A3003 RMK AO2 T00011017,M,1,-0.43863415736280215,0,1.1496646725713011,0.8869204679671095
OOA,2026-01-01 05:55,32.0,27.7,83.93,360.0,12.0,0.0,30.04,M,10.0,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.0,KOOA 010555Z AUTO 36012G16KT 10SM CLR 00/M02 A3004 RMK AO2 T00001024 10042 20000 400800000,M,1,-0.4317643889442972,0,0.97189550584876,1.083674766404749
OOA,2026-01-01 06:15,31.0,26.0,81.46,360.0,13.0,0.0,30.04,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.29,KOOA 010615Z AUTO 36013KT 10SM CLR M01/M03 A3004 RMK AO2 T10061034,M,1,-0.4241490042792286,0,0.8152376967118572,1.2267048411538632
OOA,2026-01-01 06:35,29.5,24.8,82.37,20.0,14.0,0.0,30.04,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.94,KOOA 010635Z AUTO 02014KT 10SM CLR M01/M04 A3004 RMK AO2 T10141040,M,1,-0.44451369055470974,0,0.8882661784135042,-0.48283511771835524
OOA,2026-01-01 06:55,28.0,23.7,83.65,20.0,15.0,0.0,30.05,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.59,KOOA 010655Z AUTO 02015KT 10SM CLR M02/M05 A3005 RMK AO2 T10221046,M,1,-0.4538055898179144,0,0.8096704208861318,-0.4235079561718062
OOA,2026-01-01 07:15,26.8,22.3,82.87,20.0,14.0,0.0,30.05,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.46,KOOA 010715Z AUTO 02014KT 10SM CLR M03/M05 A3005 RMK AO2 T10291054,M,1,-0.44380519410204355,0,0.7045102838617959,-0.5506260919463427
OOA,2026-01-01 07:35,25.7,20.7,81.05,10.0,14.0,0.0,30.05,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.04,KOOA 010735Z AUTO 01014KT 10SM CLR M03/M06 A3005 RMK AO2 T10351063,M,1,-0.4528028241072034,0,0.5714311465431728,-0.5914504329039894
OOA,2026-01-01 07:55,24.8,19.8,80.98,10.0,11.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.37,KOOA 010755Z AUTO 01011KT 10SM CLR M04/M07 A3007 RMK AO2 T10401068,M,1,-0.44130746756850786,0,0.4835991638816345,-0.9713475532133046
OOA,2026-01-01 08:15,24.0,19.2,81.61,20.0,11.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.36,KOOA 010815Z AUTO 02011KT 10SM CLR M04/M07 A3007 RMK AO2 T10451071,M,1,-0.4347887293665152,0,0.44653752632500826,-0.9463206446475837
OOA,2026-01-01 08:35,23.0,18.0,80.83,30.0,8.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.03,KOOA 010835Z AUTO 03008KT 10SM CLR M05/M08 A3007 RMK AO2 T10501077,M,1,-0.4240319717031654,0,0.3575190337858017,-1.2523824944768769
OOA,2026-01-01 08:55,22.3,17.6,81.83,20.0,10.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.8,KOOA 010855Z AUTO 02010KT 10SM CLR M05/M08 A3007 RMK AO2 T10541080,M,1,-0.4396363734666496,0,0.34176939580494736,-1.1016289454740467
OOA,2026-01-01 09:15,21.7,17.2,82.49,30.0,8.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,KOOA 010915Z AUTO 03008KT 10SM CLR M06/M08 A3006 RMK AO2 T10571082,M,1,-0.4278078305116993,0,0.343043705205408,-1.3033012032091673
OOA,2026-01-01 09:35,21.4,17.6,85.0,20.0,10.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.68,KOOA 010935Z AUTO 02010KT 10SM CLR M06/M08 A3006 RMK AO2 T10591080,M,1,-0.44210454594198845,0,0.40552574186505685,-1.1723988796865943
OOA,2026-01-01 09:55,21.0,17.0,84.25,20.0,8.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.56,KOOA 010955Z AUTO 02008KT 10SM CLR M06/M08 A3007 RMK AO2 T10611084,M,1,-0.4356329020658958,0,0.3423493941989119,-1.4070623182542255
OOA,2026-01-01 10:15,21.0,17.0,84.25,30.0,7.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.37,KOOA 011015Z AUTO 03007KT 10SM CLR M06/M08 A3006 RMK AO2 T10621084,M,1,-0.43221138676683607,0,0.3585146177993005,-1.4671195347654002
OOA,2026-01-01 10:35,20.3,16.5,84.93,30.0,6.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.44,KOOA 011035Z AUTO 03006KT 10SM CLR M06/M09 A3006 RMK AO2 T10651086,M,1,-0.43238647310483336,0,0.3372365092623119,-1.6111166256708922
OOA,2026-01-01 10:55,20.3,16.7,85.67,20.0,5.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.5,KOOA 011055Z AUTO 02005KT 10SM CLR M06/M08 A3006 RMK AO2 T10651085,M,1,-0.4334224460317446,0,0.3699041238817807,-1.794753134144549
OOA,2026-01-01 11:15,20.0,16.3,85.28,40.0,5.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.14,KOOA 011115Z AUTO 04005KT 10SM CLR M07/M09 A3006 RMK AO2 T10661087,M,1,-0.43384908624335944,0,0.3276361599651498,-1.6887636191944597
OOA,2026-01-01 11:35,20.0,16.0,84.18,30.0,7.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.15,KOOA 011135Z AUTO 03007KT 10SM CLR M07/M09 A3006 RMK AO2 T10671088,M,1,-0.43293602130873354,0,0.2880111100167391,-1.4856280455710424
OOA,2026-01-01 11:55,19.4,15.8,85.61,10.0,6.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.36,KOOA 011155Z AUTO 01006KT 10SM CLR M07/M09 A3007 RMK AO2 T10701090 11001 21070,M,1,-0.4496257070067926,0,0.29035942732610825,-1.7514125994252276
OOA,2026-01-01 12:15,19.2,15.6,85.6,20.0,8.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.35,KOOA 011215Z AUTO 02008KT 10SM CLR M07/M09 A3007 RMK AO2 T10711091,M,1,-0.44121590678401285,0,0.26532598361973586,-1.4675142233733438
OOA,2026-01-01 12:35,19.0,15.6,86.34,20.0,7.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.93,KOOA 011235Z AUTO 02007KT 10SM CLR M07/M09 A3007 RMK AO2 T10721091,M,1,-0.443741972248756,0,0.2799136627158754,-1.6027489094324783
OOA,2026-01-01 12:55,19.0,15.6,86.34,20.0,5.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.96,KOOA 011255Z AUTO 02005KT 10SM CLR M07/M09 A3007 RMK AO2 T10731091,M,1,-0.4416475612160018,0,0.2866215574021791,-1.8380487228472542
OOA,2026-01-01 13:15,18.5,15.4,87.45,30.0,4.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.66,KOOA 011315Z AUTO 03004KT 10SM CLR M07/M09 A3007 RMK AO2 T10751092,M,1,-0.4495160611579985,0,0.28874616685148247,-1.9336739761677402
OOA,2026-01-01 13:35,18.5,15.0,85.93,60.0,4.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.66,KOOA 011335Z AUTO 06004KT 10SM CLR M07/M09 A3006 RMK AO2 T10751095,M,1,-0.4436182591051584,0,0.24194765456912942,-1.7433211215486455
OOA,2026-01-01 13:55,18.5,15.0,85.93,60.0,5.0,0.0,30.05,M,10.0,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,10.36,KOOA 011355Z AUTO 06005KT 10SM SCT110 M07/M09 A3005 RMK AO2 T10751095,M,1,-0.44150147253238897,0,0.2557280763454602,-1.6204574855323164
OOA,2026-01-01 14:15,19.0,15.0,84.11,50.0,5.0,0.0,30.05,M,10.0,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,10.96,KOOA 011415Z AUTO 05005KT 10SM SCT110 M07/M09 A3005 RMK AO2 T10721095,M,1,-0.4336254961375049,0,0.23270368031545985,-1.6294647187079776
OOA,2026-01-01 14:35,19.0,15.0,84.11,50.0,5.0,0.0,30.05,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.96,KOOA 011435Z AUTO 05005KT 10SM CLR M07/M09 A3005 RMK AO2 T10721094,M,1,-0.4336254961375049,0,0.23270368031545985,-1.6294647187079776
OOA,2026-01-01 14:55,20.3,15.3,80.61,90.0,5.0,0.0,30.04,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.5,KOOA 011455Z AUTO 09005KT 10SM CLR M06/M09 A3004 RMK AO2 T10651093,M,1,-0.4231825187074476,0,0.20192455314739907,-1.3247803458338077
OOA,2026-01-01 15:15,20.5,15.4,80.28,0.0,0.0,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.5,KOOA 011515Z AUTO 00000KT 10SM CLR M06/M09 A3006 RMK AO2 T10641092,M,1,-0.4762976270164697,0,0.22557739682545438,-2.3848739879521643
OOA,2026-01-01 15:35,21.6,16.0,78.64,0.0,0.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.6,KOOA 011535Z AUTO 00000KT 10SM CLR M06/M09 A3007 RMK AO2 T10581089,M,1,-0.47498032874349067,0,0.226787109738248,-2.3383258981377932
OOA,2026-01-01 15:55,22.3,16.3,77.35,0.0,0.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.3,KOOA 011555Z AUTO 00000KT 10SM CLR M05/M09 A3007 RMK AO2 T10541087,M,1,-0.4722912716274576,0,0.2296215666619293,-2.3009286959543043
OOA,2026-01-01 16:15,23.0,16.5,75.76,0.0,0.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.0,KOOA 011615Z AUTO 00000KT 10SM CLR M05/M09 A3007 RMK AO2 T10511086,M,1,-0.4717767039983999,0,0.22168003085575091,-2.2581048548894156
OOA,2026-01-01 16:35,23.7,17.4,76.49,0.0,0.0,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.7,KOOA 011635Z AUTO 00000KT 10SM CLR M05/M08 A3007 RMK AO2 T10461081,M,1,-0.4654500132564343,0,0.29457394108684926,-2.2575957708912093
OOA,2026-01-01 16:55,23.7,17.6,77.15,110.0,4.0,0.0,30.05,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.73,KOOA 011655Z AUTO 11004KT 10SM CLR M05/M08 A3005 RMK AO2 T10461080,M,1,-0.4179624719621192,0,0.29089853490859735,-1.2124338347821082
OOA,2026-01-01 17:15,25.5,18.7,75.03,100.0,3.0,0.0,30.03,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.26,KOOA 011715Z AUTO 10003KT 10SM CLR M04/M07 A3003 RMK AO2 T10361074,M,1,-0.4273007565225272,0,0.38073272120017376,-1.2978610448891794
OOA,2026-01-01 17:35,24.8,18.3,75.94,170.0,3.0,0.0,30.01,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.46,KOOA 011735Z AUTO 17003KT 10SM CLR M04/M08 A3001 RMK AO2 T10401076,M,1,-0.4156918203168857,0,0.369164451775929,-0.951177501581804
OOA,2026-01-01 17:55,26.8,20.0,75.16,180.0,6.0,0.0,29.99,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.27,KOOA 011755Z AUTO 18006KT 10SM CLR M03/M07 A2999 RMK AO2 T10291066 11029 21076,M,1,-0.40134184216501734,0,0.49723606550526417,-0.4817309432538291
OOA,2026-01-01 18:15,26.8,20.0,75.16,200.0,6.0,0.0,29.98,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.27,KOOA 011815Z AUTO 20006KT 10SM CLR M03/M07 A2998 RMK AO2 T10291066,M,1,-0.3909280036299133,0,0.505724248900243,-0.37175929217034653
OOA,2026-01-01 18:35,28.0,21.0,74.65,180.0,5.0,0.0,29.96,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.64,KOOA 011835Z AUTO 18005KT 10SM CLR M02/M06 A2996 RMK AO2 T10231061,M,1,-0.404824125322296,0,0.6151927121842672,-0.5507942154383746
OOA,2026-01-01 18:55,29.0,21.0,71.65,240.0,6.0,0.0,29.97,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.92,KOOA 011855Z AUTO 24006KT 10SM CLR M02/M06 A2997 RMK AO2 T10161062,M,1,-0.3934386278180719,0,0.5297901245549096,-0.049932191538562036
OOA,2026-01-01 19:15,29.0,19.6,67.5,0.0,0.0,0.0,29.96,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.0,KOOA 011915Z AUTO 00000KT 10SM CLR M02/M07 A2996 RMK AO2 T10161069,M,1,-0.46437373174965674,0,0.5211665756930001,-1.9327237205417798
OOA,2026-01-01 19:35,30.2,20.7,67.36,230.0,4.0,0.0,29.94,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.32,KOOA 011935Z AUTO 23004KT 10SM CLR M01/M06 A2994 RMK AO2 T10101063,M,1,-0.4039758856337523,0,0.5182832679120014,-0.22083890853059526
OOA,2026-01-01 19:55,31.0,20.0,63.29,220.0,5.0,0.0,29.93,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.21,KOOA 011955Z AUTO 22005KT 10SM CLR M01/M07 A2993 RMK AO2 T10061067,M,1,-0.41041721292307304,0,0.44033564260677394,-0.061505925860725966
OOA,2026-01-01 20:15,31.6,20.3,62.57,210.0,4.0,0.0,29.92,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.95,KOOA 012015Z AUTO 21004KT 10SM CLR 00/M06 A2992 RMK AO2 T10021065,M,1,-0.4116647407137119,0,0.47851064466661414,-0.20165105609054107
OOA,2026-01-01 20:35,32.0,21.0,63.43,220.0,5.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.4,KOOA 012035Z AUTO 22005KT 10SM CLR 00/M06 A2991 RMK AO2 T00001061,M,1,-0.4126643351286575,0,0.5468271831054794,-0.03394713799530018
OOA,2026-01-01 20:55,32.0,21.0,63.43,190.0,4.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,KOOA 012055Z AUTO 19004KT 10SM CLR 00/M06 A2991 RMK AO2 T00001061,M,1,-0.418388198865117,0,0.5631504090353868,-0.30873392736450084
OOA,2026-01-01 21:15,32.0,21.0,63.43,220.0,5.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.4,KOOA 012115Z AUTO 22005KT 10SM CLR 00/M06 A2991 RMK AO2 T00001061,M,1,-0.4126643351286575,0,0.5468271831054794,-0.03394713799530018
OOA,2026-01-01 21:35,32.0,21.2,63.97,240.0,5.0,0.0,29.9,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.4,KOOA 012135Z AUTO 24005KT 10SM CLR 00/M06 A2990 RMK AO2 T00001060,M,1,-0.4124867033713937,0,0.575393670979751,0.06635167666089811
OOA,2026-01-01 21:55,32.0,22.0,66.17,210.0,4.0,0.0,29.9,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,KOOA 012155Z AUTO 21004KT 10SM CLR 00/M06 A2990 RMK AO2 T00001056,M,1,-0.4111282793493727,0,0.6730125688137607,-0.24791341930778918
OOA,2026-01-01 22:15,31.6,23.0,70.14,240.0,5.0,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.92,KOOA 012215Z AUTO 24005KT 10SM CLR 00/M05 A2989 RMK AO2 T10021050,M,1,-0.4031774555284032,0,0.7915248144742267,-0.04731509679527324
OOA,2026-01-01 22:35,30.0,25.0,81.39,240.0,9.0,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.03,KOOA 012235Z AUTO 24009KT 10SM CLR M01/M04 A2989 RMK AO2 T10111039,M,1,-0.39653304586664423,0,1.067042629441213,0.18725511250554455
OOA,2026-01-01 22:55,29.3,25.0,83.74,260.0,8.0,0.0,29.9,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.79,KOOA 012255Z AUTO 26008KT 10SM CLR M01/M04 A2990 RMK AO2 T10151038,M,1,-0.40205929399554063,0,1.0780393591541002,0.11232443587469894
OOA,2026-01-01 23:15,29.0,24.8,84.07,270.0,8.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.42,KOOA 012315Z AUTO 27008KT 10SM CLR M02/M04 A2991 RMK AO2 T10171040,M,1,-0.39859875392824423,0,1.0474594664008199,0.14750710019474808
OOA,2026-01-01 23:35,28.4,24.8,86.16,270.0,6.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.19,KOOA 012335Z AUTO 27006KT 10SM CLR M02/M04 A2991 RMK AO2 T10201040,M,1,-0.4050794275907794,0,1.08467558088848,-0.13798942838165518
OOA,2026-01-01 23:55,28.0,24.8,87.59,280.0,4.0,0.0,29.92,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.75,KOOA 012355Z AUTO 28004KT 10SM CLR M02/M04 A2992 RMK AO2 T10221040 10000 21032,M,1,-0.41039786630002306,0,1.0911654096153234,-0.36030986780866864
OOA,2026-01-02 00:15,28.0,24.8,87.59,260.0,4.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.75,KOOA 020015Z AUTO 26004KT 10SM CLR M02/M04 A2991 RMK AO2 T10231040,M,1,-0.41498312113808067,0,1.116945964459316,-0.4598540602742677
OOA,2026-01-02 00:35,27.5,24.4,87.93,270.0,4.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.17,KOOA 020035Z AUTO 27004KT 10SM CLR M02/M04 A2991 RMK AO2 T10251042,M,1,-0.4141201924637804,0,1.0899892116611856,-0.4236315453406099
OOA,2026-01-02 00:55,27.0,24.6,90.52,270.0,3.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.97,KOOA 020055Z AUTO 27003KT 10SM CLR M03/M04 A2991 RMK AO2 T10281041,M,1,-0.42560856949160103,0,1.1464180628008713,-0.5988510413063629
OOA,2026-01-02 01:15,26.6,24.8,92.8,270.0,4.0,0.0,29.92,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.11,KOOA 020115Z AUTO 27004KT 10SM CLR M03/M04 A2992 RMK AO2 T10301040,M,1,-0.41869686077369034,0,1.1748614652387044,-0.5363725048259232
OOA,2026-01-02 01:35,27.0,24.8,91.27,290.0,4.0,0.0,29.92,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.58,KOOA 020135Z AUTO 29004KT 10SM CLR M03/M04 A2992 RMK AO2 T10281040,M,1,-0.4179058720556043,0,1.1425197485245309,-0.3954613232349599
OOA,2026-01-02 01:55,27.3,25.0,90.91,290.0,3.0,0.0,29.92,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.32,KOOA 020155Z AUTO 29003KT 10SM CLR M03/M04 A2992 RMK AO2 T10261039,M,1,-0.4257458763308817,0,1.1542592861490057,-0.500538442016312
OOA,2026-01-02 02:15,27.3,25.0,90.91,0.0,0.0,0.0,29.92,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.3,KOOA 020215Z AUTO 00000KT 10SM CLR M03/M04 A2992 RMK AO2 T10261039,M,1,-0.49655209928903704,0,1.2896908211837645,-2.3724780278693305
OOA,2026-01-02 02:35,27.0,24.8,91.27,0.0,0.0,0.0,29.92,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.0,KOOA 020235Z AUTO 00000KT 10SM CLR M03/M04 A2992 RMK AO2 T10281040,M,1,-0.4955190679818721,0,1.2813052309024415,-2.385050815795367
OOA,2026-01-02 02:55,26.0,24.4,93.56,350.0,4.0,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.41,KOOA 020255Z AUTO 35004KT 10SM CLR M03/M04 A2991 RMK AO2 T10331042,M,1,-0.44618413937199247,0,1.141622364884488,-0.13805962516122827
